0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+01,3.000000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+01,1.200000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+01,1.400000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.400000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.200000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+01,3.000000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00
1.999999999999484857e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.999999999998073097e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999087841e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.999999999999484857e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999997658762e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999583800e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.399999999999401368e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.599999999999209876e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.799999999998494715e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.999999999997719868e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.199999999996945022e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.399999999996169819e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.599999999995394617e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.799999999994620126e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999993914557e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199999999994255262e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.399999999994665245e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.599999999995075228e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.799999999995485922e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.999999999995896616e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.199999999996306599e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.399999999996717293e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.599999999997127986e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.799999999997537259e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.999999999997948663e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.199999999998357936e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.399999999998769340e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.599999999999179323e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.799999999999590017e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,1.999999999998378630e+00,0.000000000000000000e+00
6.000000000000000000e+01,3.999999999993653521e+00,0.000000000000000000e+00
6.000000000000000000e+01,5.999999999987819521e+00,0.000000000000000000e+00
6.000000000000000000e+01,7.999999999982053467e+00,0.000000000000000000e+00
6.000000000000000000e+01,9.999999999984821031e+00,0.000000000000000000e+00
6.000000000000000000e+01,1.199999999998786393e+01,0.000000000000000000e+00
6.000000000000000000e+01,1.399999999999091038e+01,0.000000000000000000e+00
6.000000000000000000e+01,1.599999999999395506e+01,0.000000000000000000e+00
6.000000000000000000e+01,1.799999999999698019e+01,0.000000000000000000e+00
5.804909677364867093e+01,2.019214719719897033e+01,0.000000000000000000e+00
5.617316566787768295e+01,2.076120467839610839e+01,0.000000000000000000e+00
5.444429766096853740e+01,2.168530388287820188e+01,0.000000000000000000e+00
5.292893217704130393e+01,2.292893219922774861e+01,0.000000000000000000e+00
5.168530386793654685e+01,2.444429768333030140e+01,0.000000000000000000e+00
5.076120466943287823e+01,2.617316568951683919e+01,0.000000000000000000e+00
5.019214719475672837e+01,2.804909678592665045e+01,0.000000000000000000e+00
5.000000000000000000e+01,3.199999999999864997e+01,0.000000000000000000e+00
5.000000000000000000e+01,3.399999999999869260e+01,0.000000000000000000e+00
5.000000000000000000e+01,3.599999999999872813e+01,0.000000000000000000e+00
5.000000000000000000e+01,3.799999999999877076e+01,0.000000000000000000e+00
5.000000000000000000e+01,3.999999999999880629e+01,0.000000000000000000e+00
5.000000000000000000e+01,4.199999999999884892e+01,0.000000000000000000e+00
5.000000000000000000e+01,4.399999999999888445e+01,0.000000000000000000e+00
5.000000000000000000e+01,4.599999999999892708e+01,0.000000000000000000e+00
5.000000000000000000e+01,4.799999999999896261e+01,0.000000000000000000e+00
5.000000000000000000e+01,4.999999999999900524e+01,0.000000000000000000e+00
5.000000000000000000e+01,5.199999999999904077e+01,0.000000000000000000e+00
5.000000000000000000e+01,5.399999999999908340e+01,0.000000000000000000e+00
5.000000000000000000e+01,5.599999999999911893e+01,0.000000000000000000e+00
5.000000000000000000e+01,5.799999999999916156e+01,0.000000000000000000e+00
5.000000000000000000e+01,5.999999999999920419e+01,0.000000000000000000e+00
5.000000000000000000e+01,6.199999999999923972e+01,0.000000000000000000e+00
5.000000000000000000e+01,6.399999999999928235e+01,0.000000000000000000e+00
5.000000000000000000e+01,6.599999999999931788e+01,0.000000000000000000e+00
5.000000000000000000e+01,6.799999999999934630e+01,0.000000000000000000e+00
5.000000000000000000e+01,6.999999999999940314e+01,0.000000000000000000e+00
5.000000000000000000e+01,7.199999999999944578e+01,0.000000000000000000e+00
